,pharmacy_lookup,sample,covid_vacc_trial,resp_black,flu_season,survey_platform,T,T_cc,T_lay,T_ackn
347,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
348,,season 2 lucid,,1.0,1.0,Lucid,CC,1.0,0.0,
349,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
350,,season 2 lucid2,,1.0,1.0,Lucid,"D,AN",,,1.0
351,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
352,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
353,6.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
354,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
355,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
356,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
357,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
358,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
359,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
360,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
361,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
362,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
363,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
364,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
365,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
366,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
367,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
368,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
369,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
370,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
371,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
372,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
373,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
374,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
375,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
376,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
377,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
378,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
379,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
380,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
381,,season 2 lucid,,1.0,1.0,Lucid,D,0.0,,0.0
382,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
383,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
384,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
385,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
386,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
387,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
388,,facebook,,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
389,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
390,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
391,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
392,6.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
393,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
394,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
395,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
396,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
397,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
398,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
399,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
400,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
401,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
402,5.0,season 2 lucid,1.0,0.0,1.0,Lucid,D,0.0,,
403,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
404,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
405,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
406,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
407,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
408,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
409,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
410,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
411,,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
412,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
413,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
414,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
415,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
416,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
417,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
418,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
419,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
420,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
421,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
422,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
423,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
424,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
425,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
426,6.0,season 2 lucid2,1.0,0.0,1.0,Lucid,D,0.0,,
427,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
428,,season 2 lucid2,,1.0,1.0,Lucid,D,0.0,,0.0
429,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
430,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
431,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
432,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
433,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
434,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
435,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
436,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
437,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
438,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
439,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
440,5.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
441,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
442,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
443,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
444,,season 2 lucid2,,1.0,1.0,Lucid,CC,1.0,0.0,
445,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
446,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
447,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
448,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
449,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
450,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
451,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
452,6.0,season 2 qualtrics,,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
453,5.0,season 2 lucid2,,1.0,1.0,Lucid,CC,1.0,0.0,
454,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
455,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
456,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
457,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
458,6.0,season 2 lucid2,,1.0,1.0,Lucid,D,0.0,,0.0
459,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
460,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
461,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
462,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
463,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
464,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
465,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
466,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
467,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
468,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
469,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
470,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
471,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
472,,season 2 lucid2,,1.0,1.0,Lucid,"CC,lay",,1.0,
473,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
474,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
475,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
476,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
477,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
478,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
479,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
480,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
481,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
482,6.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
483,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
484,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
485,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
486,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
487,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
488,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
489,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
490,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
491,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
492,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
493,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
494,,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
495,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
496,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
497,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
498,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
499,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
500,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
501,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
502,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
503,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
504,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
505,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
506,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
507,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
508,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
509,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
510,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
511,,season 2 lucid2,,0.0,1.0,Lucid,D,0.0,,
512,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
513,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
514,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
515,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
516,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
517,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
518,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
519,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
520,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
521,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
522,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
523,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
524,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
525,6.0,season 2 lucid,,1.0,1.0,Lucid,"CC,lay",,1.0,
526,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
527,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
528,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
529,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
530,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
531,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
532,,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
533,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
534,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
535,,facebook,,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
536,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
537,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
538,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
539,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
540,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
541,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
542,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
543,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
544,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
545,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
546,6.0,facebook,1.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
547,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
548,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
549,6.0,facebook,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
550,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
551,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
552,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
553,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
554,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
555,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
556,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
557,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
558,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
559,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
560,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
561,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
562,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
563,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
564,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
565,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
566,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
567,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
568,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
569,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
570,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
571,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
572,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
573,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
574,,season 2 lucid,,1.0,1.0,Lucid,D,0.0,,0.0
575,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
576,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
577,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
578,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
579,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,D,0.0,,
580,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
581,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
582,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
583,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
584,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
585,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
586,6.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
587,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
588,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
589,,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
590,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
591,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
592,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
593,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
594,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
595,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
596,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
597,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
598,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
599,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
600,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
601,,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
602,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
603,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
604,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
605,,season 2 lucid,,1.0,1.0,Lucid,CC,1.0,0.0,
606,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
607,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
608,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
609,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
610,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
611,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
612,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
613,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
614,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
615,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
616,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
617,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
618,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
619,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
620,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
621,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
622,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
623,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
624,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
625,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
626,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
627,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
628,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
629,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
630,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
631,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
632,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
633,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
634,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
635,6.0,season 2 lucid,,0.0,1.0,Lucid,CC,1.0,,
636,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
637,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
638,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
639,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
640,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
641,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
642,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
643,,season 2 lucid2,,1.0,1.0,Lucid,CC,1.0,0.0,
644,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
645,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
646,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
647,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
648,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
649,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
650,,season 2 lucid,,0.0,1.0,Lucid,D,0.0,,
651,,season 2 lucid,,1.0,1.0,Lucid,"D,AN",,,1.0
652,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
653,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
654,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
655,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
656,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
657,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
658,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
659,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
660,,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
661,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
662,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
663,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,CC,1.0,,
664,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
665,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
666,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
667,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
668,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
669,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
